Total Bed Capacity,ICU Availability,Number of Medical Specialties,Key Specialty Presence,CT or MRI available,Specialist Doctor Count,Emergency & Trauma Services,Teaching / Tertiary Status,Hospital Name,Has_Cardiac,Has_Multi-specialty,Has_General,Has_Neuro,Has_Cancer,Bed_to_Doctor_Ratio,Specialty_Density,Capacity_Score,Equipment_Score,Service_Score,Readiness_Score
54,0,7,"Cancer, Cardiac",1,9,1,0,First Hope Health System,1,0,0,0,1,5.4,0.12727272727272726,0.005333333333333333,1,1,0.5482666666666667
96,0,11,"Cancer, Cardiac",1,10,0,0,Blue Ridge Memorial Clinic,1,0,0,0,1,8.727272727272727,0.1134020618556701,0.06133333333333333,1,0,0.3917333333333334
449,1,29,"Cancer, Multi-specialty, Neuro",1,99,1,1,Springfield Emergency Health Center,0,1,0,1,1,4.49,0.06444444444444444,0.532,2,2,1.3529333333333333
320,1,18,"Cancer, Multi-specialty",1,39,1,0,Northview Medical Center,0,1,0,0,1,8.0,0.056074766355140186,0.36,2,1,1.028
778,1,35,"Cancer, Cardiac, Multi-specialty, Neuro",1,208,1,1,Springfield Medical Center 1 2 3,1,1,0,1,1,3.722488038277512,0.044929396662387676,0.9706666666666667,2,2,1.5245333333333333
234,1,10,"Cancer, Cardiac, General",1,28,0,0,Grace Northview Healthcare Facility,1,0,1,0,1,8.068965517241379,0.0425531914893617,0.24533333333333332,2,0,0.7402666666666666
128,1,5,"Cancer, Multi-specialty",0,14,1,0,Third Mercy Health System,0,1,0,0,1,8.533333333333333,0.03875968992248062,0.104,1,1,0.5645333333333333
671,1,25,"Cardiac, General, Multi-specialty, Neuro",1,115,0,1,Westside Saint Clinic 1,1,1,1,1,0,5.7844827586206895,0.03720238095238095,0.828,2,1,1.2150666666666667
254,1,29,"Cardiac, Multi-specialty, Neuro",1,62,1,1,Metro Community Medical Complex,1,1,0,1,0,4.031746031746032,0.11372549019607843,0.272,2,2,1.2749333333333333
127,0,5,Multi-specialty,1,10,1,0,Fairview Medical Center,0,1,0,0,0,11.545454545454545,0.0390625,0.10266666666666667,1,1,0.5641333333333333
243,1,16,"Cancer, Cardiac, General, Multi-specialty, Neuro",1,30,1,0,Brighton Healthcare Facility,1,1,1,1,1,7.838709677419355,0.06557377049180328,0.25733333333333336,2,1,0.9838666666666667
79,1,9,"Cancer, Multi-specialty",1,10,1,0,Grace Greenwood Healthcare Facility,0,1,0,0,1,7.181818181818182,0.1125,0.03866666666666667,2,1,0.8716000000000002
282,1,19,"General, Multi-specialty",1,43,1,0,First Memorial Clinic,0,1,1,0,0,6.409090909090909,0.06713780918727916,0.30933333333333335,2,1,1.0194666666666667
335,1,11,"Cancer, Cardiac, Multi-specialty",1,35,1,0,Stonebridge Regional Medical Center,1,1,0,0,1,9.305555555555555,0.03273809523809524,0.38,2,1,0.9873333333333333
146,1,10,"Cardiac, General, Neuro",0,20,1,0,Fairview Grace Hospital,1,0,1,1,0,6.9523809523809526,0.06802721088435375,0.128,1,1,0.6050666666666666
130,1,6,"General, Multi-specialty",1,14,1,0,Westside Clinic,0,1,1,0,0,8.666666666666666,0.04580152671755725,0.10666666666666667,2,1,0.8720000000000001
644,1,28,"Cancer, Cardiac, General, Multi-specialty, Neuro",1,118,1,1,Midtown Medical Complex 1,1,1,1,1,1,5.411764705882353,0.043410852713178294,0.792,2,2,1.4242666666666668
298,1,12,Neuro,1,41,1,0,Grace Stonebridge Healthcare Facility,0,0,0,1,0,7.095238095238095,0.04013377926421405,0.33066666666666666,2,1,0.9792000000000001
70,0,7,General,0,9,0,0,Fifth Community Medical Center,0,0,1,0,0,7.0,0.09859154929577464,0.02666666666666667,0,0,0.05466666666666667
335,1,14,General,1,50,1,0,Westend Memorial Medical Center,0,0,1,0,0,6.568627450980392,0.041666666666666664,0.38,2,1,1.0073333333333332
86,1,12,Cancer,0,10,1,0,Silverlake Faith Hospital,0,0,0,0,1,7.818181818181818,0.13793103448275862,0.048,1,1,0.5944
494,1,26,"Cardiac, General, Multi-specialty, Neuro",1,109,0,1,Parkview Clinic,1,1,1,1,0,4.490909090909091,0.052525252525252523,0.592,2,1,1.1509333333333334
344,1,27,"Cancer, Cardiac, General, Multi-specialty, Neuro",1,79,1,1,Downtown Hospital 1,1,1,1,1,1,4.3,0.0782608695652174,0.392,2,2,1.2975999999999999
128,1,9,"Cardiac, Multi-specialty",1,14,1,0,Mercy Bayview Medical Facility,1,1,0,0,0,8.533333333333333,0.06976744186046512,0.104,2,1,0.8912
390,0,15,"Cancer, Cardiac, Multi-specialty",1,57,0,0,Third Emergency Medical Center,1,1,0,0,1,6.724137931034483,0.03836317135549872,0.4533333333333333,1,0,0.5359999999999999
345,1,20,"Cancer, Cardiac, General, Multi-specialty, Neuro",1,45,1,0,Golden Gate Unity Medical Center,1,1,1,1,1,7.5,0.057803468208092484,0.3933333333333333,2,1,1.0513333333333332
88,1,10,Neuro,1,11,0,0,Greenwood Grace Health System,0,0,0,1,0,7.333333333333333,0.11235955056179775,0.050666666666666665,2,0,0.6818666666666666
772,1,29,"Cancer, Cardiac, General, Multi-specialty, Neuro",1,186,1,1,Springfield Medical Facility,1,1,1,1,1,4.128342245989304,0.037516170763260026,0.9626666666666667,2,2,1.4821333333333335
120,0,7,General,0,13,1,0,Oakwood Medical Facility,0,0,1,0,0,8.571428571428571,0.05785123966942149,0.09333333333333334,0,1,0.27466666666666667
331,1,16,"Cancer, Cardiac, General, Multi-specialty, Neuro",1,51,1,0,Grace Clearwater Medical Center,1,1,1,1,1,6.365384615384615,0.04819277108433735,0.37466666666666665,2,1,1.0190666666666666
124,0,8,"Cardiac, General, Multi-specialty",1,11,0,0,Fourth Regional Medical Complex,1,1,1,0,0,10.333333333333334,0.064,0.09866666666666667,1,0,0.38293333333333335
285,0,12,Multi-specialty,1,32,0,0,Downtown Regional Hospital,0,1,0,0,0,8.636363636363637,0.04195804195804196,0.31333333333333335,1,0,0.47400000000000003
73,1,6,"General, Multi-specialty, Neuro",1,9,1,0,Bridgeport Grace Medical Facility,0,1,1,1,0,7.3,0.08108108108108109,0.030666666666666665,2,1,0.8492
124,0,11,"General, Neuro",1,14,1,0,Regional Medical Facility,0,0,1,1,0,8.266666666666667,0.088,0.09866666666666667,1,1,0.6029333333333334
74,1,6,Cancer,1,9,1,0,Southside Health Center 1,0,0,0,0,1,7.4,0.08,0.032,2,1,0.8496000000000001
363,1,12,Cardiac,1,37,1,0,Mercy Westside Hospital,1,0,0,0,0,9.552631578947368,0.03296703296703297,0.41733333333333333,2,1,1.0052
694,1,35,"Cardiac, General, Multi-specialty, Neuro",1,141,1,1,Second Regional Medical Facility,1,1,1,1,0,4.887323943661972,0.050359712230215826,0.8586666666666667,2,2,1.4909333333333334
185,1,11,Cancer,1,24,1,0,Brookside Trauma Clinic,0,0,0,0,1,7.4,0.05913978494623656,0.18,2,1,0.9273333333333335
289,0,17,"Cancer, General, Multi-specialty",0,39,1,0,Harborview Faith Healthcare Center,0,1,1,0,1,7.225,0.05862068965517241,0.31866666666666665,0,1,0.4089333333333333
101,0,9,"General, Multi-specialty, Neuro",1,13,1,0,Elm Street Clinic,0,1,1,1,0,7.214285714285714,0.08823529411764706,0.068,1,1,0.5804
584,1,29,"Cancer, Cardiac, Multi-specialty, Neuro",1,142,1,1,Central Healthcare Facility 1 2 3,1,1,0,1,1,4.083916083916084,0.04957264957264957,0.712,2,2,1.4069333333333334
86,0,7,Cardiac,1,9,1,0,Hope Fairview Medical Center,1,0,0,0,0,8.6,0.08045977011494253,0.048,1,1,0.5610666666666666
358,1,26,"Cancer, General, Multi-specialty, Neuro",1,83,1,1,Primary Mercy Hospital,0,1,1,1,1,4.261904761904762,0.07242339832869081,0.4106666666666667,2,2,1.2965333333333333
200,0,15,"Cancer, Multi-specialty",1,29,0,0,Riverside Grace Health Center,0,1,0,0,1,6.666666666666667,0.07462686567164178,0.2,1,0,0.45999999999999996
305,1,10,"Cancer, General, Multi-specialty",1,35,1,0,Midtown Community Clinic,0,1,1,0,1,8.472222222222221,0.032679738562091505,0.34,2,1,0.9686666666666666
415,1,24,"Cancer, Cardiac, General, Multi-specialty, Neuro",1,75,1,0,Ridgeview Medical Complex,1,1,1,1,1,5.4605263157894735,0.057692307692307696,0.4866666666666667,2,1,1.1059999999999999
55,1,26,"Cancer, Cardiac, General, Multi-specialty, Neuro",1,13,1,1,Southside Medical Complex 1,1,1,1,1,1,3.9285714285714284,0.4642857142857143,0.006666666666666667,2,2,1.1753333333333333
242,0,19,"Cancer, General",1,36,1,0,Memorial Central Healthcare Facility,0,0,1,0,1,6.54054054054054,0.07818930041152264,0.256,1,1,0.7034666666666667
56,1,5,"Cancer, Cardiac, Neuro",1,9,1,0,Primary Faith Clinic,1,0,0,1,1,5.6,0.08771929824561403,0.008,2,1,0.8357333333333333
500,1,32,"Cancer, Cardiac, General, Neuro",1,80,1,0,Westside Memorial Health System,1,0,1,1,1,6.172839506172839,0.06387225548902195,0.6,2,1,1.1933333333333334
352,1,17,"Cancer, Cardiac, General, Neuro",1,47,1,0,Brookside Faith Medical Facility 1,1,0,1,1,1,7.333333333333333,0.04815864022662889,0.4026666666666667,2,1,1.0341333333333333
64,0,8,"Cancer, Cardiac, Neuro",1,9,1,0,Valley Medical Complex,1,0,0,1,1,6.4,0.12307692307692308,0.018666666666666668,1,1,0.5589333333333334
454,1,35,"Cancer, Cardiac, Multi-specialty",1,88,1,1,Uptown Medical Facility,1,1,0,0,1,5.101123595505618,0.07692307692307693,0.5386666666666666,2,2,1.3949333333333334
148,0,9,"Cancer, Neuro",1,14,0,0,Hope Greenwood Medical Facility,0,0,0,1,1,9.866666666666667,0.06040268456375839,0.13066666666666665,1,0,0.3992
640,1,28,"Cancer, Cardiac, General, Multi-specialty",1,140,1,1,Main Saint Healthcare Facility,1,1,1,0,1,4.539007092198582,0.0436817472698908,0.7866666666666666,2,2,1.4226666666666667
324,1,10,"General, Neuro",1,44,1,0,Metropolitan Mercy Hospital,0,0,1,1,0,7.2,0.03076923076923077,0.36533333333333334,2,1,0.9762666666666666
77,1,8,Cardiac,1,9,1,0,Midtown Memorial Health Center,1,0,0,0,0,7.7,0.10256410256410256,0.036,2,1,0.8641333333333333
148,0,7,Multi-specialty,0,15,1,0,Clearwater Hospital 1 2,0,1,0,0,0,9.25,0.04697986577181208,0.13066666666666665,0,1,0.28586666666666666
128,0,7,"Cardiac, General",1,12,1,0,Southside Clinic,1,0,1,0,0,9.846153846153847,0.05426356589147287,0.104,1,1,0.5778666666666666
167,1,25,"Cardiac, General, Multi-specialty",1,28,1,1,Memorial Clearwater Medical Complex,1,1,1,0,0,5.758620689655173,0.1488095238095238,0.156,2,2,1.2134666666666667
136,0,7,Neuro,1,14,1,0,Third Faith Health System,0,0,0,1,0,9.066666666666666,0.051094890510948905,0.11466666666666667,1,1,0.5810666666666666
105,0,5,"Cancer, Cardiac, Multi-specialty",1,12,1,0,Metropolitan Healthcare Medical Complex,1,1,0,0,1,8.076923076923077,0.04716981132075472,0.07333333333333333,1,1,0.5553333333333333
161,0,18,"Cancer, Cardiac, General, Multi-specialty",1,25,1,0,Fairview Community Healthcare Facility,1,1,1,0,1,6.1923076923076925,0.1111111111111111,0.148,1,1,0.6644
188,1,17,"Cancer, Cardiac",1,27,0,0,Valley Medical Center,1,0,0,0,1,6.714285714285714,0.08994708994708994,0.184,2,0,0.7685333333333333
101,1,9,"Cardiac, General, Multi-specialty",1,9,1,0,Uptown Medical Center 1,1,1,1,0,0,10.1,0.08823529411764706,0.068,2,1,0.8804000000000001
554,1,32,"Cancer, Cardiac, General, Neuro",1,96,1,1,Mercy Springfield Healthcare Facility,1,0,1,1,1,5.711340206185567,0.05765765765765766,0.672,2,2,1.4149333333333334
284,1,29,"Cancer, Cardiac, Multi-specialty, Neuro",1,48,1,1,Third Regional Health Center,1,1,0,1,1,5.795918367346939,0.10175438596491228,0.312,2,2,1.2869333333333333
113,1,9,Neuro,1,9,1,0,Ridgeview Unity Medical Complex,0,0,0,1,0,11.3,0.07894736842105263,0.084,2,1,0.8852
185,1,29,"Cancer, Cardiac, General, Multi-specialty, Neuro",1,38,1,1,Brighton Unity Medical Complex,1,1,1,1,1,4.743589743589744,0.15591397849462366,0.18,2,2,1.2473333333333334
416,1,22,"Cancer, Cardiac, General, Multi-specialty, Neuro",1,63,0,0,Harborview Healthcare Center,1,1,1,1,1,6.5,0.05275779376498801,0.488,2,0,0.8930666666666667
116,1,10,"Cardiac, General",1,13,0,0,Greenwood Hospital 1,1,0,1,0,0,8.285714285714286,0.08547008547008547,0.088,2,0,0.6930666666666666
790,1,27,"Cancer, Cardiac, General, Multi-specialty, Neuro",1,162,1,1,Mercy Westside Healthcare Facility,1,1,1,1,1,4.846625766871166,0.03413400758533502,0.9866666666666667,2,2,1.4759999999999998
335,1,30,"Cancer, Cardiac, General, Multi-specialty, Neuro",1,79,1,1,Fifth Saint Medical Complex,1,1,1,1,1,4.1875,0.08928571428571429,0.38,2,2,1.3139999999999998
616,1,29,"Cancer, Cardiac, General, Neuro",1,151,1,1,Oakwood Emergency Medical Complex,1,0,1,1,1,4.052631578947368,0.04700162074554295,0.7546666666666667,2,2,1.4197333333333333
109,1,8,"General, Multi-specialty, Neuro",1,11,1,0,Harborview Hope Healthcare Center,0,1,1,1,0,9.083333333333334,0.07272727272727272,0.07866666666666666,2,1,0.8769333333333332
224,1,17,"Cancer, Cardiac, Neuro",0,35,1,0,Northview Health System 1 2,1,0,0,1,1,6.222222222222222,0.07555555555555556,0.232,1,1,0.6829333333333334
326,1,12,Cardiac,0,44,1,0,Greenwood Health Center,1,0,0,0,0,7.2444444444444445,0.03669724770642202,0.368,1,1,0.6904000000000001
446,1,21,"General, Multi-specialty, Neuro",1,82,1,1,Mercy Bayview Clinic,0,1,1,1,0,5.373493975903615,0.04697986577181208,0.528,2,2,1.2983999999999998
369,1,20,"Cardiac, General, Neuro",1,44,1,0,Third Memorial Hospital,1,0,1,1,0,8.2,0.05405405405405406,0.42533333333333334,2,1,1.0609333333333333
527,1,33,"Cancer, Cardiac, Multi-specialty, Neuro",1,84,1,0,Meadowview General Hospital,1,1,0,1,1,6.2,0.0625,0.636,2,1,1.2107999999999999
382,1,12,"Cancer, Neuro",1,48,1,0,Metro Emergency Clinic,0,0,0,1,1,7.795918367346939,0.031331592689295036,0.44266666666666665,2,1,1.0128000000000001
137,0,11,Multi-specialty,0,18,1,0,Sunrise Clinic,0,1,0,0,0,7.2105263157894735,0.07971014492753623,0.116,0,1,0.30813333333333337
566,1,31,"Cancer, Multi-specialty, Neuro",1,80,0,0,Greenwood Health System 1,0,1,0,1,1,6.987654320987654,0.054673721340388004,0.688,2,0,1.0130666666666668
289,1,17,"Cancer, Cardiac, General, Multi-specialty",1,45,0,0,Memorial Westside Health System 1,1,1,1,0,1,6.282608695652174,0.05862068965517241,0.31866666666666665,2,0,0.8089333333333333
206,1,14,"Cardiac, Multi-specialty",1,27,1,0,Second Memorial Medical Center,1,1,0,0,0,7.357142857142857,0.06763285024154589,0.208,2,1,0.9557333333333334
142,1,7,"Cancer, Multi-specialty",1,15,1,0,Downtown Community Health Center,0,1,0,0,1,8.875,0.04895104895104895,0.12266666666666666,2,1,0.8834666666666666
119,1,12,"Cancer, General, Neuro",1,11,1,0,Parkview Memorial Hospital,0,0,1,1,1,9.916666666666666,0.1,0.092,2,1,0.9076
370,1,12,"Cancer, General, Neuro",1,53,1,0,Springfield Hospital 1,0,0,1,1,1,6.851851851851852,0.03234501347708895,0.4266666666666667,2,1,1.008
359,1,18,"Cancer, Cardiac, General",1,40,1,0,Downtown Health Center,1,0,1,0,1,8.75609756097561,0.05,0.412,2,1,1.0436
124,1,11,General,1,15,0,0,Memorial Fairview Healthcare Facility,0,0,1,0,0,7.75,0.088,0.09866666666666667,2,0,0.7029333333333333
124,0,10,"General, Multi-specialty, Neuro",1,12,1,0,Fourth Trauma Healthcare Facility,0,1,1,1,0,9.538461538461538,0.08,0.09866666666666667,1,1,0.5962666666666667
135,1,9,"Cancer, General",1,16,1,0,Mountain View Grace Healthcare Center,0,0,1,0,1,7.9411764705882355,0.0661764705882353,0.11333333333333333,2,1,0.8940000000000001
106,1,12,"Cancer, General, Neuro",0,12,1,0,Bayview Regional Hospital,0,0,1,1,1,8.153846153846153,0.11214953271028037,0.07466666666666667,1,1,0.6024
76,0,7,Multi-specialty,1,9,0,0,Mountain View Health Center,0,1,0,0,0,7.6,0.09090909090909091,0.034666666666666665,1,0,0.3570666666666667
738,1,25,"Cardiac, General, Multi-specialty, Neuro",1,143,1,1,Eastend Healthcare Facility 1 2,1,1,1,1,0,5.125,0.03382949932341001,0.9173333333333333,2,2,1.4418666666666666
733,1,23,"Cardiac, Multi-specialty, Neuro",1,144,1,1,Grace Sunset Clinic,1,1,0,1,0,5.055172413793104,0.031335149863760216,0.9106666666666666,2,2,1.4265333333333334
147,1,6,"General, Multi-specialty, Neuro",1,16,0,0,Main Grace Health System,0,1,1,1,0,8.647058823529411,0.04054054054054054,0.12933333333333333,2,0,0.6788
160,1,28,"Cancer, Cardiac, General, Multi-specialty",1,28,1,1,Maple Grove Medical Hospital,1,1,1,0,1,5.517241379310345,0.17391304347826086,0.14666666666666667,2,2,1.2306666666666668
168,1,20,"Cancer, Multi-specialty, Neuro",1,21,1,0,Highland Trauma Clinic,0,1,0,1,1,7.636363636363637,0.11834319526627218,0.15733333333333333,2,1,0.9805333333333333
215,1,17,"Cancer, Cardiac, Multi-specialty, Neuro",1,28,1,0,Fairview Medical Complex 1,1,1,0,1,1,7.413793103448276,0.0787037037037037,0.22,2,1,0.9793333333333332
118,0,10,"Cancer, Cardiac, Neuro",1,13,1,0,Lakeside Healthcare Facility 1 2,1,0,0,1,1,8.428571428571429,0.08403361344537816,0.09066666666666667,1,1,0.5938666666666667
83,1,5,"Cardiac, Neuro",1,9,1,0,Grace Uptown Medical Center,1,0,0,1,0,8.3,0.05952380952380952,0.044,2,1,0.8465333333333332
50,1,10,"Multi-specialty, Neuro",1,10,1,0,Primary Regional Hospital,0,1,0,1,0,4.545454545454546,0.19607843137254902,0.0,2,1,0.8666666666666667
107,1,6,Cancer,0,12,1,0,Regional Hope Medical Facility,0,0,0,0,1,8.23076923076923,0.05555555555555555,0.076,1,1,0.5628
102,0,9,"Cancer, Cardiac, Neuro",0,11,1,0,Metro Regional Health Center,1,0,0,1,1,8.5,0.08737864077669903,0.06933333333333333,0,1,0.2808
83,1,5,"Cancer, Multi-specialty",0,9,1,0,Birchwood Healthcare Facility,0,1,0,0,1,8.3,0.05952380952380952,0.044,1,1,0.5465333333333333
71,0,6,"Multi-specialty, Neuro",1,9,0,0,Greenwood Hospital 1 2,0,1,0,1,0,7.1,0.08333333333333333,0.028,1,0,0.34840000000000004
232,0,11,"Cancer, Cardiac, Multi-specialty",1,29,1,0,Mercy Hillcrest Clinic,1,1,0,0,1,7.733333333333333,0.04721030042918455,0.24266666666666667,1,1,0.6461333333333333
205,1,14,Multi-specialty,1,21,1,0,Fourth Mercy Medical Facility,0,1,0,0,0,9.318181818181818,0.06796116504854369,0.20666666666666667,2,1,0.9553333333333333
112,1,10,"Cancer, Cardiac, Multi-specialty",1,14,0,0,White Oak Mercy Healthcare Facility,1,1,0,0,1,7.466666666666667,0.08849557522123894,0.08266666666666667,2,0,0.6914666666666667
237,1,15,"General, Neuro",1,35,1,0,Bayview Hope Healthcare Facility,0,0,1,1,0,6.583333333333333,0.06302521008403361,0.24933333333333332,2,1,0.9748
166,1,12,"Cancer, Cardiac, Multi-specialty",1,22,1,0,Sunrise Medical Complex,1,1,0,0,1,7.217391304347826,0.0718562874251497,0.15466666666666667,2,1,0.9264000000000001
346,0,11,Neuro,1,41,1,0,Uptown Hospital,0,0,0,1,0,8.238095238095237,0.03170028818443804,0.39466666666666667,1,1,0.6917333333333334
761,1,35,"Cancer, Cardiac, Multi-specialty, Neuro",1,109,1,0,Saint Midtown Hospital,1,1,0,1,1,6.918181818181818,0.045931758530183726,0.948,2,1,1.3177333333333334
388,1,13,"Cancer, Multi-specialty",1,58,1,0,Primary Community Health System,0,1,0,0,1,6.576271186440678,0.033419023136246784,0.45066666666666666,2,1,1.0218666666666667
237,0,20,"Cancer, General, Multi-specialty",1,34,1,0,Eastside Medical Healthcare Facility,0,1,1,0,1,6.771428571428571,0.08403361344537816,0.24933333333333332,1,1,0.7081333333333333
225,1,15,"Cancer, Cardiac, General, Neuro",1,23,1,0,Lakeside Healthcare Medical Facility,1,0,1,1,1,9.375,0.06637168141592921,0.23333333333333334,2,1,0.9699999999999999
794,1,21,"Cancer, Multi-specialty, Neuro",1,131,1,1,Mountain View Medical Center,0,1,0,1,1,6.015151515151516,0.026415094339622643,0.992,2,2,1.4376
324,1,27,"Cancer, Cardiac, Multi-specialty, Neuro",1,54,1,1,Riverside Healthcare Facility 1,1,1,0,1,1,5.890909090909091,0.08307692307692308,0.36533333333333334,2,2,1.2895999999999999
76,0,6,"Cardiac, General",1,9,1,0,Memorial Greenwood Medical Facility,1,0,1,0,0,7.6,0.07792207792207792,0.034666666666666665,1,1,0.5504
392,1,14,"Cancer, Cardiac",1,55,1,0,Second Healthcare Hospital,1,0,0,0,1,7.0,0.035623409669211195,0.456,2,1,1.0301333333333333
55,1,10,General,1,10,1,0,Bayview General Medical Complex,0,0,1,0,0,5.0,0.17857142857142858,0.006666666666666667,2,1,0.8686666666666667
276,1,20,"Cardiac, General, Multi-specialty, Neuro",1,43,1,0,Greenfield Hope Hospital,1,1,1,1,0,6.2727272727272725,0.07220216606498195,0.30133333333333334,2,1,1.0237333333333334
112,1,5,"Cardiac, General",1,12,1,0,Brighton Clinic,1,0,1,0,0,8.615384615384615,0.04424778761061947,0.08266666666666667,2,1,0.8581333333333333
187,0,19,"Cancer, Cardiac, General, Multi-specialty, Neuro",1,24,1,0,Stonebridge Hospital 1,1,1,1,1,1,7.48,0.10106382978723404,0.18266666666666667,1,1,0.6814666666666667
119,1,7,"Cancer, General",0,13,0,0,Saint Hillcrest Medical Center,0,0,1,0,1,8.5,0.058333333333333334,0.092,1,0,0.3742666666666667
575,1,27,"Cancer, Cardiac, Multi-specialty, Neuro",1,99,1,0,First Memorial Medical Center,1,1,0,1,1,5.75,0.046875,0.7,2,1,1.19
206,0,16,"General, Multi-specialty",1,29,1,0,Stonebridge Saint Medical Complex,0,1,1,0,0,6.866666666666666,0.07729468599033816,0.208,1,1,0.6690666666666667
110,0,9,"Cardiac, General, Multi-specialty",1,10,1,0,Ridgeview Medical Clinic,1,1,1,0,0,10.0,0.08108108108108109,0.08,1,1,0.5840000000000001
296,1,13,"Multi-specialty, Neuro",1,41,1,0,Eastside Health System 1,0,1,0,1,0,7.0476190476190474,0.04377104377104377,0.328,2,1,0.9850666666666668
560,1,29,"Cardiac, General, Multi-specialty, Neuro",1,117,1,1,Northview Medical Center 1,1,1,1,1,0,4.745762711864407,0.05169340463458111,0.68,2,2,1.3973333333333335
130,0,11,Cancer,1,17,0,0,Saint Brookside Healthcare Facility,0,0,0,0,1,7.222222222222222,0.08396946564885496,0.10666666666666667,1,0,0.4053333333333333
124,1,5,"Cancer, General, Multi-specialty",0,15,1,0,First Regional Clinic,0,1,1,0,1,7.75,0.04,0.09866666666666667,1,1,0.5629333333333334
261,1,20,"Cancer, Cardiac, General, Multi-specialty",0,42,0,0,Elm Street Memorial Health Center,1,1,1,0,1,6.069767441860465,0.07633587786259542,0.2813333333333333,1,0,0.5177333333333333
154,0,14,"Cancer, Cardiac, Neuro",1,18,1,0,Westside Hope Healthcare Center,1,0,0,1,1,8.105263157894736,0.09032258064516129,0.13866666666666666,1,1,0.6349333333333335
442,1,28,"Cancer, Cardiac, General, Neuro",1,104,1,1,White Oak Health System 1,1,0,1,1,1,4.20952380952381,0.06320541760722348,0.5226666666666666,2,2,1.3434666666666668
117,0,9,"General, Multi-specialty, Neuro",1,12,0,0,Silverlake Clinic 1,0,1,1,1,0,9.0,0.07627118644067797,0.08933333333333333,1,0,0.3868
348,1,13,Cardiac,1,34,0,0,Saint Highland Medical Complex,1,0,0,0,0,9.942857142857143,0.03724928366762178,0.3973333333333333,2,0,0.8058666666666666
387,1,12,"General, Multi-specialty, Neuro",1,45,1,0,Second Mercy Health Center,0,1,1,1,0,8.41304347826087,0.030927835051546393,0.4493333333333333,2,1,1.0148
253,1,19,"Cancer, Cardiac, General, Multi-specialty",0,33,1,0,Stonebridge Regional Hospital,1,1,1,0,1,7.4411764705882355,0.07480314960629922,0.27066666666666667,1,1,0.7078666666666666
626,1,24,"Cardiac, General, Multi-specialty",1,102,1,1,Central Unity Medical Facility 1,1,1,1,0,0,6.077669902912621,0.03827751196172249,0.768,2,2,1.3904
414,1,29,"Cancer, Cardiac, General, Multi-specialty",1,99,1,1,Parkview Health Center 1,1,1,1,0,1,4.14,0.06987951807228916,0.48533333333333334,2,2,1.3389333333333333
773,1,34,"Cancer, General, Multi-specialty",1,153,1,1,Ridgeview Hospital 1,0,1,1,0,1,5.01948051948052,0.04392764857881137,0.964,2,2,1.5158666666666667
101,0,5,"Cancer, General",0,12,1,0,Memorial Fairview Medical Facility,0,0,1,0,1,7.769230769230769,0.049019607843137254,0.068,0,1,0.25373333333333337
718,1,29,"General, Multi-specialty, Neuro",1,125,1,0,Main Saint Medical Facility,0,1,1,1,0,5.698412698412699,0.04033379694019471,0.8906666666666667,2,1,1.2605333333333333
109,0,9,Cancer,1,10,1,0,Eastside Mercy Health System,0,0,0,0,1,9.909090909090908,0.08181818181818182,0.07866666666666666,1,1,0.5836000000000001
514,1,27,"Cancer, Cardiac, General, Multi-specialty, Neuro",1,109,1,1,Eastend Saint Medical Center,1,1,1,1,1,4.672727272727273,0.05242718446601942,0.6186666666666667,2,2,1.3656
57,1,9,"Cardiac, General, Neuro",1,9,0,0,Silverlake Medical Center 1 2,1,0,1,1,0,5.7,0.15517241379310345,0.009333333333333334,2,0,0.6628000000000001
115,0,5,Neuro,1,11,1,0,Eastend Healthcare Center 1,0,0,0,1,0,9.583333333333334,0.04310344827586207,0.08666666666666667,1,1,0.5593333333333333
125,1,12,"Multi-specialty, Neuro",1,15,1,0,Grace Downtown Healthcare Center,0,1,0,1,0,7.8125,0.09523809523809523,0.1,2,1,0.9100000000000001
516,1,24,"Cancer, Cardiac, General, Multi-specialty, Neuro",1,83,1,0,Main General Medical Facility,1,1,1,1,1,6.142857142857143,0.04642166344294004,0.6213333333333333,2,1,1.1463999999999999
344,1,10,General,1,47,1,0,Southside Faith Health Center,0,0,1,0,0,7.166666666666667,0.028985507246376812,0.392,2,1,0.9842666666666666
123,1,9,"Cardiac, Multi-specialty, Neuro",1,11,1,0,Brookside Saint Healthcare Center,1,1,0,1,0,10.25,0.07258064516129033,0.09733333333333333,2,1,0.8892
211,0,16,"Cardiac, Neuro",1,29,0,0,Lakeside Medical Center 1 2,1,0,0,1,0,7.033333333333333,0.07547169811320754,0.21466666666666667,1,0,0.4710666666666667
71,1,6,"General, Neuro",1,9,0,0,Meadowview Medical Complex,0,0,1,1,0,7.1,0.08333333333333333,0.028,2,0,0.6484
536,1,21,"Cancer, General, Neuro",1,64,1,0,Grace Fairview Health Center,0,0,1,1,1,8.246153846153845,0.03910614525139665,0.648,2,1,1.1343999999999999
646,1,27,"Cancer, Cardiac, General, Multi-specialty, Neuro",1,151,1,1,Fifth Faith Health Center,1,1,1,1,1,4.25,0.04173106646058733,0.7946666666666666,2,2,1.4183999999999999
374,0,17,"Cancer, Cardiac, General, Multi-specialty, Neuro",1,53,1,0,Uptown Emergency Healthcare Facility,1,1,1,1,1,6.925925925925926,0.04533333333333334,0.432,1,1,0.7429333333333332
